40.399635677,11.894876252
57.359192008,18.265507816
45.936920352,18.456050614
68.527183903,18.370087109
55.398175033,18.409518684
70.890596105,18.136535377
41.420270374,18.701617373
33.878349139,13.222837571
75.841662135,18.033140058
37.327726531,17.291296724
79.425153615,13.578055737
69.009154513,16.165580475
79.112531196,18.135299547
53.911558077,14.983495705
34.104741853,15.345448489
58.969022113,19.304697784
65.793868622,15.355306315
42.953713756,13.965789385
78.968217349,19.031782026
73.022790405,16.476126177
76.010680505,18.683570743
43.794346089,13.940942995
61.888215238,11.587114788
58.990835602,16.123331759
36.442518198,17.259428501
44.539166717,16.109744259
35.235283266,19.976457375
40.529281951,16.304861056
65.104434249,17.448612625
50.870365987,17.781059633
47.282135063,12.291815871
56.294055214,13.683060181
56.989903317,11.627257038
47.558695295,11.297146751
48.988254838,16.416021065
38.774151889,17.490340563
31.138896115,10.372538481
38.137292449,18.194059545
37.820689293,10.951231938
33.748899858,19.341007323
30.84397864,15.591808922
71.049946875,14.883174235
60.219689313,14.721763802
49.097483458,17.883231366
60.250085544,17.532364274
60.744980965,11.747130155
49.633753204,19.80874015
34.479606558,16.226203796
65.678303349,11.242899013
32.711724213,18.207499365
76.45628198,12.840764461
35.796939113,17.771707731
79.732540393,13.98702233
72.29109128,14.137552108
36.927916702,13.07203383
47.55765611,17.20242177
46.934239631,14.523916818
61.926862624,17.794931768
53.097266876,11.012748416
53.815934948,17.393039812
34.179592989,13.447274351
60.872059769,18.239606209
44.094620246,19.573679843
67.633025973,19.731291999
61.063507181,11.713823677
66.368034932,17.994747786
46.778894675,10.160251971
39.045238333,17.518474461
41.44890561,15.912868037
32.041937708,13.059091953
35.541249066,10.607609178
69.255772067,18.963626383
34.793418573,10.082463146
44.910954912,17.540556073
74.287515307,18.465735381
40.239012479,12.868875936
60.512291929,12.860938116
72.249812629,19.263769624
44.864857359,14.115654322
54.033425293,12.759865439
67.51341843,17.806654657
48.905529559,14.681010242
39.077961141,10.792813367
43.748971466,18.351520243
62.073585606,10.246838558
49.416208133,10.143911153
44.456380427,13.198501229
67.541069334,14.16988854
30.716005976,16.785396622
59.979693004,19.65632017
61.94893895,10.53854829
47.86118448,17.745703658
58.98257216,11.702168907
32.030806044,13.448358377
38.098513774,11.386596167
44.74318521,15.860521902
30.474124956,16.127656178
59.426025054,15.231306582
75.862385196,18.352581652
52.827331146,19.738202296
52.608740199,17.170823711
48.269842899,19.086104499
56.890244607,13.173066228
55.203873706,12.670630093
36.993017729,16.283407428
44.10592029,15.619755899
66.780797677,18.787192804
77.430604756,15.977892082
67.153947208,18.54101724
67.977084618,14.980336427
62.739480787,17.36838838
58.917425669,17.344710541
76.662220439,16.124984204
43.570558565,11.903082669
79.228186894,16.971676955
77.969736796,14.208483156
72.500924203,16.750838607
50.125508988,13.0517887
36.656195828,19.26123
69.638777202,15.112026656
67.14886121,15.346256484
79.043427791,18.426770912
68.641598368,15.436245606
40.453420534,12.949448068
46.500953491,18.823346694
62.770935923,12.330811696
56.498447136,16.375930235
67.216170543,18.464527751
49.630856911,15.900935772
52.139408971,18.424427553
30.896230217,18.608877009
49.105083458,14.155347965
35.865621767,19.338592718
48.246119004,14.473760529
51.579292037,18.45787948
52.04696294,19.956318037
31.862953893,10.101137165
68.568793577,14.523543366
78.690445168,13.616043929
71.064491003,16.737944361
31.746419739,17.903231986
55.345214804,17.374411851
52.050815935,15.310962964
61.307452981,16.702248629
44.938159889,17.193399072
68.045779077,19.700610431
35.230916471,16.444379598
34.48906413,16.96247702
44.531971196,18.856426966
63.499952321,12.325444059
47.889630156,15.566827919
50.420449495,19.93887156
38.916805797,10.126451029
70.169144621,18.364816472
43.45467601,17.364796871
46.233250434,10.078807573
43.586846836,14.477437135
53.658275194,19.524665565
66.385888798,16.479454679
63.129540663,17.497726641
61.098024359,12.656099615
33.05472757,11.996854129
42.628023979,18.862850024
64.336031294,16.219937257
66.633314781,10.28925694
66.029115917,19.408620044
35.225946634,18.181472709
68.845198264,15.332122576
43.815860947,10.575706217
45.147753677,16.391754728
58.994371984,13.165909966
43.15161315,17.415255872
79.515395887,14.930003321
60.077798445,10.201772108
76.00526513,13.734209386
55.913261672,17.218456629
76.683841586,15.503983049
70.142372111,12.585703945
32.150056529,14.625570682
39.143849423,19.793288809
58.119562401,12.438045504
58.782061345,10.221004628
50.818688334,14.193486906
67.380938738,19.057456861
69.630142707,13.090230035
75.600830383,15.696960166
70.199396879,10.093856126
35.594201592,18.977781016
37.828591756,19.984654906
74.692152841,10.322163752
32.509750455,12.068037945
63.100162975,18.962905701
79.637744111,13.329016867
77.072501083,13.02768397
40.267240676,19.211759902
66.018707879,18.308537388
31.87116069,15.088727851
48.767942932,17.993979785
55.545629554,17.751075174
35.057518001,11.434111545
47.630513488,13.356922394
46.982639466,11.809769586
50.273371972,12.906979991
71.84568595,16.764938654
53.814408916,17.345348692
47.750680368,13.029478122
60.43878376,14.571897814
60.934844797,11.17503071
76.269220597,14.66932258
76.622774953,15.143889223
54.796023637,12.389676102
31.53890893,13.789309976
53.415235754,10.114151201
41.29648678,18.008892349
69.675629278,10.850630602
78.27200247,10.63041269
71.362885093,16.192179886
72.329270925,12.505687576
67.841343638,13.774216585
62.776601876,16.556288642
59.17894629,10.740006043
41.407369123,18.130853063
69.888394902,12.525692579
44.715107469,11.9544603
59.529069455,10.761681372
74.077670165,18.063683831
45.04188198,19.094148181
65.875174224,13.851665703
36.885326214,19.224502335
79.333288447,16.146610315
64.375167618,13.347343595
39.916732424,12.729764643
50.044418468,14.085002044
67.438457769,12.625504031
64.73592462,14.531914364
74.593649603,15.895050714
74.207084483,15.752706257
50.825169552,11.918083685
79.741290404,12.376221365
76.337661258,18.870876086
79.669720201,15.709936745
53.518176051,17.088122609
37.242300836,10.153071034
42.127060906,16.246933511
33.974591158,16.071457165
55.170956041,10.242090672
68.767492912,12.040485976
72.649974016,17.232211113
61.152520532,19.141803997
79.51795112,13.44652195
33.839013268,13.858842427
53.966832277,18.282337427
69.59532496,13.16694594
74.070049268,11.458596306
50.015659144,18.594098023
36.524926272,15.942420181
66.515102204,16.752742187
50.367974586,15.103543433
54.476236049,14.293579946
34.011575087,10.741337427
33.904637459,10.585561795
31.41738651,17.31916894
77.458661598,14.56131329
78.958450706,18.549234167
63.939469462,15.893899518
71.530206634,15.036182103
75.798993266,19.074080547
73.665309926,12.462744535
60.994455378,19.17762762
65.463979261,16.496799493
40.933025632,15.662497222
68.916250719,17.24867091
34.166350611,14.624462872
56.629599702,11.650095288
78.804750768,19.138893549
58.520289828,11.612371106
68.456262272,17.187072401
69.876852837,15.090276272
39.265204437,15.196373357
59.542471344,18.97371094
66.824854873,14.931088799
78.759391068,16.066172782
62.401550944,12.647742532
35.735941114,18.023893995
32.14835698,17.146484838
72.188590848,12.749994147
74.604248142,11.868451606
77.912738701,18.326911163
74.234038532,14.305543162
79.577801633,17.585799861
40.039344654,11.13499398
46.49978743,19.411086767
52.904563063,16.221820126
63.995422525,19.65945929
67.181830649,18.424736192
78.982853613,11.815678094
44.731085064,17.415915647
65.201743384,18.315066153
42.8662735,15.104009234
48.940155162,15.014450117
75.334554887,16.825163969
47.636181229,15.58055397
34.630859681,18.778826245
63.416060802,19.559110359
45.052407842,19.829059274
60.53166739,15.493271423
55.172830505,16.353241887
50.341107509,19.081213432
46.399595569,15.017999809
33.849548801,12.555556612
74.080810385,13.747917251
59.398842025,17.915642585
38.673735135,13.895980159
71.833527495,12.629515221
38.48853338,12.262292886
44.304224939,19.354665543
70.930887887,10.296108636
70.66278256,18.371212375
34.173600387,12.112107175
74.870588707,10.02741013
54.169590763,12.13451362
31.598879369,15.578966707
51.774928701,10.585747583
31.423436872,16.016384412
68.812447517,15.716085283
30.991197158,15.565068794
32.021360616,19.435865032
53.39970072,10.75419737
58.094245959,15.217190362
74.767425231,19.278756676
51.522735994,19.58220758
55.508950652,11.61885545
38.140825504,16.883677964
31.548129254,18.620156827
55.083562757,19.269868513
57.360528327,19.835375091
63.183342722,17.609171815
74.121604419,11.579263425
71.018771547,17.207457493
36.88600678,13.665683292
44.69461157,15.518993349
36.202619928,17.479976283
50.249153763,17.249022523
47.322824385,13.345355394
70.276912348,11.599873417
70.642762122,12.999954244
75.590808213,11.834598852
42.050992704,19.432257062
47.960402884,13.103041621
75.198929295,11.195070715
77.927368728,13.296476277
51.5784437,10.183685123
75.740259126,10.517077547
67.321581465,17.217511385
34.214274746,17.381947848
46.17845541,16.957334648
77.614694662,10.138777681
41.711078458,10.76809813
65.213154657,16.539301175
59.716036669,15.152797106
72.336184236,19.123866345
74.892292498,16.979205833
46.273706835,18.832969498
56.27807829,13.294832234
77.791271789,14.748678759
57.936950619,12.476302032
78.693077417,10.933126018
35.091773541,12.517695603
50.553432145,13.822787552
43.59172759,17.571199412
69.57027755,13.115000457
66.724883923,12.175241076
73.840473746,19.030230228
41.315065284,14.895016376
77.846406779,10.974159517
55.991284967,10.508433289
71.35652816,19.711322505
41.789862066,11.381119529
68.436397547,16.245970993
76.927282944,13.29366404
77.085010567,10.753225715
40.885308534,16.935202693
46.755818719,11.792434853
49.953049218,19.180481584
61.583396565,10.787724913
73.6733735,15.734620697
62.625842199,19.061795301
47.34912927,14.219157752
79.846217711,14.639679327
53.456649502,15.61841332
55.63912661,10.625969526
54.281542005,10.492852247
77.618521242,16.735420285
35.776568228,15.797683408
65.866075995,17.172610413
69.731404827,16.903992683
42.699770092,18.546945816
75.011285784,11.653168668
41.289566757,18.427596053
51.464504894,15.219217896
75.559716485,16.88916359
58.170871694,19.724408391
41.466068677,17.36626363
62.73722824,13.544476923
39.473838549,16.591968337
72.769035236,19.810741005
52.755043803,16.433638021
49.679175671,11.343514704
45.820824043,14.343020016
76.381731089,16.208513052
70.897126309,13.190427179
78.51064048,19.854818569
63.967279476,11.115685526
42.225852229,17.749571615
72.821057042,19.496068869
56.398998593,16.905826916
72.421044756,17.297969563
50.09134089,17.552887297
49.185000006,13.206727755
69.269876154,11.602541752
36.697754553,19.432424859
35.029344698,14.778068232
33.025512256,14.402772594
54.423983915,19.217233782
79.942978067,12.321787406
47.571288462,16.348599444
76.284665248,16.669381018
60.024988036,12.230510887
36.146212424,14.879606668
61.651245704,16.184868248
59.473095995,16.10566575
41.860239223,11.416361817
